gene,GO.term,type
MRPL20,GO:0070125,P
MRPL21,GO:0070125,P
MRPL22,GO:0070125,P
MRPL23,GO:0070125,P
MRPL24,GO:0070125,P
MRPL27,GO:0070125,P
MRPL28,GO:0070125,P
MRPL2,GO:0070125,P
MRPL30,GO:0070125,P
MRPL32,GO:0070125,P
MRPL33,GO:0070125,P
MRPL34,GO:0070125,P
MRPL35,GO:0070125,P
MRPL36,GO:0070125,P
MRPL37,GO:0070125,P
MRPL38,GO:0070125,P
MRPL39,GO:0070125,P
MRPL3,GO:0070125,P
MRPL40,GO:0070125,P
MRPL41,GO:0070125,P
MRPL42,GO:0070125,P
MRPL43,GO:0070125,P
MRPL44,GO:0070125,P
MRPL45,GO:0070125,P
MRPL46,GO:0070125,P
MRPL47,GO:0070125,P
MRPL48,GO:0070125,P
MRPL49,GO:0070125,P
MRPL4,GO:0070125,P
MRPL50,GO:0070125,P
MRPL51,GO:0070125,P
MRPL52,GO:0070125,P
MRPL53,GO:0070125,P
MRPL54,GO:0070125,P
MRPL55,GO:0070125,P
MRPL57,GO:0070125,P
MRPL9,GO:0070125,P
MRPS10,GO:0070125,P
MRPS11,GO:0070125,P
MRPS12,GO:0070125,P
MRPS14,GO:0070125,P
MRPS15,GO:0070125,P
MRPS16,GO:0070125,P
MRPS17,GO:0070125,P
MRPS18A,GO:0070125,P
MRPS18B,GO:0070125,P
MRPS18C,GO:0070125,P
MRPS21,GO:0070125,P
MRPS22,GO:0070125,P
MRPS23,GO:0070125,P
MRPS24,GO:0070125,P
MRPS25,GO:0070125,P
MRPS26,GO:0070125,P
MRPS27,GO:0070125,P
MRPS28,GO:0070125,P
MRPS2,GO:0070125,P
MRPS30,GO:0070125,P
MRPS31,GO:0070125,P
MRPS33,GO:0070125,P
MRPS34,GO:0070125,P
MRPS35,GO:0070125,P
MRPS36,GO:0070125,P
MRPS5,GO:0070125,P
MRPS6,GO:0070125,P
MRPS7,GO:0070125,P
MRPS9,GO:0070125,P
OXA1L,GO:0070125,P
PTCD3,GO:0070125,P
TSFM,GO:0070125,P
TUFM,GO:0070125,P
AURKAIP1,GO:0070126,P
CHCHD1,GO:0070126,P
DAP3,GO:0070126,P
ERAL1,GO:0070126,P
GADD45GIP1,GO:0070126,P
GFM2,GO:0070126,P
MRPL10,GO:0070126,P
MRPL11,GO:0070126,P
MRPL12,GO:0070126,P
MRPL13,GO:0070126,P
MRPL14,GO:0070126,P
MRPL15,GO:0070126,P
MRPL16,GO:0070126,P
MRPL17,GO:0070126,P
MRPL18,GO:0070126,P
MRPL19,GO:0070126,P
MRPL1,GO:0070126,P
MRPL20,GO:0070126,P
MRPL21,GO:0070126,P
MRPL22,GO:0070126,P
MRPL23,GO:0070126,P
MRPL24,GO:0070126,P
MRPL27,GO:0070126,P
MRPL28,GO:0070126,P
MRPL2,GO:0070126,P
MRPL30,GO:0070126,P
MRPL32,GO:0070126,P
MRPL33,GO:0070126,P
MRPL34,GO:0070126,P
MRPL35,GO:0070126,P
MRPL36,GO:0070126,P
MRPL37,GO:0070126,P
MRPL38,GO:0070126,P
MRPL39,GO:0070126,P
MRPL3,GO:0070126,P
MRPL40,GO:0070126,P
MRPL41,GO:0070126,P
MRPL42,GO:0070126,P
MRPL43,GO:0070126,P
MRPL44,GO:0070126,P
MRPL45,GO:0070126,P
MRPL46,GO:0070126,P
MRPL47,GO:0070126,P
MRPL48,GO:0070126,P
MRPL49,GO:0070126,P
MRPL4,GO:0070126,P
MRPL50,GO:0070126,P
MRPL51,GO:0070126,P
MRPL52,GO:0070126,P
MRPL53,GO:0070126,P
MRPL54,GO:0070126,P
MRPL55,GO:0070126,P
MRPL57,GO:0070126,P
MRPL9,GO:0070126,P
MRPS10,GO:0070126,P
MRPS11,GO:0070126,P
MRPS12,GO:0070126,P
MRPS14,GO:0070126,P
MRPS15,GO:0070126,P
MRPS16,GO:0070126,P
MRPS17,GO:0070126,P
MRPS18A,GO:0070126,P
MRPS18B,GO:0070126,P
MRPS18C,GO:0070126,P
MRPS21,GO:0070126,P
MRPS22,GO:0070126,P
MRPS23,GO:0070126,P
MRPS24,GO:0070126,P
MRPS25,GO:0070126,P
MRPS26,GO:0070126,P
MRPS27,GO:0070126,P
MRPS28,GO:0070126,P
MRPS2,GO:0070126,P
MRPS30,GO:0070126,P
MRPS31,GO:0070126,P
MRPS33,GO:0070126,P
MRPS34,GO:0070126,P
MRPS35,GO:0070126,P
MRPS36,GO:0070126,P
MRPS5,GO:0070126,P
MRPS6,GO:0070126,P
MRPS7,GO:0070126,P
MRPS9,GO:0070126,P
MRRF,GO:0070126,P
MTRF1,GO:0070126,P
MTRF1L,GO:0070126,P
OXA1L,GO:0070126,P
PTCD3,GO:0070126,P
ALOX5AP,GO:0070207,P
ARG1,GO:0070207,P
ASIC1,GO:0070207,P
ATXN10,GO:0070207,P
BRK1,GO:0070207,P
CD247,GO:0070207,P
CLYBL,GO:0070207,P
CUBN,GO:0070207,P
DISP1,GO:0070207,P
EMILIN1,GO:0070207,P
HSF1,GO:0070207,P
HSF4,GO:0070207,P
HTRA2,GO:0070207,P
ITLN1,GO:0070207,P
MGST1,GO:0070207,P
MIF,GO:0070207,P
MLKL,GO:0070207,P
OTC,GO:0070207,P
PKD2L1,GO:0070207,P
PNPT1,GO:0070207,P
SCARA5,GO:0070207,P
SIGMAR1,GO:0070207,P
SKI,GO:0070207,P
SLC1A2,GO:0070207,P
SLC1A5,GO:0070207,P
SMAD4,GO:0070207,P
TCL1A,GO:0070207,P
TNFRSF9,GO:0070207,P
TRAF2,GO:0070207,P
TRPM8,GO:0070207,P
CAPN1,GO:0070268,P
CAPNS1,GO:0070268,P
CASP14,GO:0070268,P
CDSN,GO:0070268,P
CSTA,GO:0070268,P
CYP26B1,GO:0070268,P
DSC1,GO:0070268,P
DSC2,GO:0070268,P
DSC3,GO:0070268,P
DSG1,GO:0070268,P
DSG2,GO:0070268,P
DSG3,GO:0070268,P
DSG4,GO:0070268,P
DSP,GO:0070268,P
EVPL,GO:0070268,P
FLG,GO:0070268,P
FURIN,GO:0070268,P
IVL,GO:0070268,P
JUP,GO:0070268,P
KAZN,GO:0070268,P
KLK13,GO:0070268,P
KLK5,GO:0070268,P
KRT10,GO:0070268,P
KRT12,GO:0070268,P
KRT13,GO:0070268,P
KRT14,GO:0070268,P
KRT15,GO:0070268,P
KRT16,GO:0070268,P
KRT17,GO:0070268,P
KRT18,GO:0070268,P
KRT19,GO:0070268,P
KRT1,GO:0070268,P
KRT20,GO:0070268,P
KRT23,GO:0070268,P
KRT24,GO:0070268,P
KRT25,GO:0070268,P
KRT26,GO:0070268,P
KRT27,GO:0070268,P
KRT28,GO:0070268,P
KRT2,GO:0070268,P
KRT31,GO:0070268,P
KRT32,GO:0070268,P
KRT33A,GO:0070268,P
KRT33B,GO:0070268,P
KRT34,GO:0070268,P
KRT35,GO:0070268,P
KRT36,GO:0070268,P
KRT37,GO:0070268,P
KRT38,GO:0070268,P
KRT39,GO:0070268,P
KRT3,GO:0070268,P
KRT40,GO:0070268,P
KRT4,GO:0070268,P
KRT5,GO:0070268,P
KRT6A,GO:0070268,P
KRT6B,GO:0070268,P
KRT6C,GO:0070268,P
KRT71,GO:0070268,P
KRT72,GO:0070268,P
KRT73,GO:0070268,P
KRT74,GO:0070268,P
KRT75,GO:0070268,P
KRT76,GO:0070268,P
KRT77,GO:0070268,P
KRT78,GO:0070268,P
KRT79,GO:0070268,P
KRT7,GO:0070268,P
KRT80,GO:0070268,P
KRT81,GO:0070268,P
KRT82,GO:0070268,P
KRT83,GO:0070268,P
KRT84,GO:0070268,P
KRT85,GO:0070268,P
KRT86,GO:0070268,P
KRT8,GO:0070268,P
KRT9,GO:0070268,P
LCE3D,GO:0070268,P
LIPK,GO:0070268,P
LIPM,GO:0070268,P
LIPN,GO:0070268,P
LOR,GO:0070268,P
PCSK6,GO:0070268,P
PERP,GO:0070268,P
PI3,GO:0070268,P
PKP1,GO:0070268,P
PKP2,GO:0070268,P
PKP3,GO:0070268,P
PKP4,GO:0070268,P
PPL,GO:0070268,P
PRSS8,GO:0070268,P
RPTN,GO:0070268,P
SPINK5,GO:0070268,P
SPINK6,GO:0070268,P
SPRR1A,GO:0070268,P
SPRR1B,GO:0070268,P
SPRR2A,GO:0070268,P
SPRR2B,GO:0070268,P
SPRR2D,GO:0070268,P
SPRR2E,GO:0070268,P
SPRR2G,GO:0070268,P
SPRR3,GO:0070268,P
ST14,GO:0070268,P
TCHH,GO:0070268,P
TGM1,GO:0070268,P
TGM5,GO:0070268,P
TMEM79,GO:0070268,P
ABL1,GO:0070301,P
AIFM1,GO:0070301,P
ANKZF1,GO:0070301,P
ANXA1,GO:0070301,P
APEX1,GO:0070301,P
AQP1,GO:0070301,P
ARG1,GO:0070301,P
AXL,GO:0070301,P
BECN1,GO:0070301,P
BNIP3,GO:0070301,P
CBX8,GO:0070301,P
CDK1,GO:0070301,P
CST3,GO:0070301,P
CYP1B1,GO:0070301,P
ECT2,GO:0070301,P
ETS1,GO:0070301,P
EZH2,GO:0070301,P
FABP1,GO:0070301,P
FOXO1,GO:0070301,P
FXN,GO:0070301,P
HDAC2,GO:0070301,P
HDAC6,GO:0070301,P
HSF1,GO:0070301,P
IL18BP,GO:0070301,P
IL18RAP,GO:0070301,P
IL6,GO:0070301,P
IMPACT,GO:0070301,P
KDM6B,GO:0070301,P
KLF2,GO:0070301,P
KLF4,GO:0070301,P
MAP1LC3A,GO:0070301,P
MAP3K5,GO:0070301,P
MAPK13,GO:0070301,P
MAPK7,GO:0070301,P
MDM2,GO:0070301,P
MYB,GO:0070301,P
NET1,GO:0070301,P
NFE2L2,GO:0070301,P
NQO1,GO:0070301,P
PARK7,GO:0070301,P
PAX2,GO:0070301,P
PCGF2,GO:0070301,P
PCNA,GO:0070301,P
PDGFD,GO:0070301,P
PLEKHA1,GO:0070301,P
PPIF,GO:0070301,P
PPP5C,GO:0070301,P
PRKAA1,GO:0070301,P
PRKCD,GO:0070301,P
RELA,GO:0070301,P
RHOB,GO:0070301,P
RPS3,GO:0070301,P
SETX,GO:0070301,P
SIRT1,GO:0070301,P
STAT6,GO:0070301,P
TNFAIP3,GO:0070301,P
TRPC6,GO:0070301,P
TRPM2,GO:0070301,P
ZNF277,GO:0070301,P
ZNF580,GO:0070301,P
APAF1,GO:0070317,P
BMI1,GO:0070317,P
BRCA1,GO:0070317,P
CBX3,GO:0070317,P
CBX5,GO:0070317,P
CDC7,GO:0070317,P
CHEK1,GO:0070317,P
DAB2IP,GO:0070317,P
DUX4,GO:0070317,P
E2F1,GO:0070317,P
E2F6,GO:0070317,P
EED,GO:0070317,P
EHMT1,GO:0070317,P
EHMT2,GO:0070317,P
EPC1,GO:0070317,P
EZH2,GO:0070317,P
FOXO4,GO:0070317,P
L3MBTL2,GO:0070317,P
MAX,GO:0070317,P
MGA,GO:0070317,P
PCGF2,GO:0070317,P
PCGF6,GO:0070317,P
PHC1,GO:0070317,P
PHC3,GO:0070317,P
PPP2R5B,GO:0070317,P
RAD51,GO:0070317,P
RBBP4,GO:0070317,P
RBBP7,GO:0070317,P
RBBP8,GO:0070317,P
RING1,GO:0070317,P
RNF2,GO:0070317,P
RRM2,GO:0070317,P
RYBP,GO:0070317,P
SUZ12,GO:0070317,P
TFDP1,GO:0070317,P
TFDP2,GO:0070317,P
UXT,GO:0070317,P
YAF2,GO:0070317,P
ACSM2A,GO:0070328,P
ADORA1,GO:0070328,P
ANGPTL3,GO:0070328,P
ANGPTL4,GO:0070328,P
ANGPTL8,GO:0070328,P
APOA1,GO:0070328,P
APOA4,GO:0070328,P
APOA5,GO:0070328,P
APOC2,GO:0070328,P
APOC3,GO:0070328,P
APOC4,GO:0070328,P
APOE,GO:0070328,P
CETP,GO:0070328,P
GCKR,GO:0070328,P
GIP,GO:0070328,P
GPIHBP1,GO:0070328,P
HNF4A,GO:0070328,P
IL18,GO:0070328,P
LIPC,GO:0070328,P
LPL,GO:0070328,P
MED13,GO:0070328,P
MLXIPL,GO:0070328,P
NR1H3,GO:0070328,P
RORA,GO:0070328,P
SCARB1,GO:0070328,P
SESN2,GO:0070328,P
AGT,GO:0070371,P
APOA1,GO:0070371,P
AVP,GO:0070371,P
CCL11,GO:0070371,P
CTSH,GO:0070371,P
EGF,GO:0070371,P
FGF10,GO:0070371,P
HTR2B,GO:0070371,P
IGF1,GO:0070371,P
IQGAP3,GO:0070371,P
ITGAV,GO:0070371,P
KARS,GO:0070371,P
KDR,GO:0070371,P
LGALS9,GO:0070371,P
MAP2K1,GO:0070371,P
MAP2K2,GO:0070371,P
MAPK1,GO:0070371,P
MAPK3,GO:0070371,P
MED1,GO:0070371,P
MT3,GO:0070371,P
MYC,GO:0070371,P
OXTR,GO:0070371,P
PTGER4,GO:0070371,P
SOX9,GO:0070371,P
SULT1A3,GO:0070371,P
TF,GO:0070371,P
TNFSF11,GO:0070371,P
ZFP36L1,GO:0070371,P
ZFP36L2,GO:0070371,P
APIP,GO:0070372,P
ARHGEF5,GO:0070372,P
CEACAM1,GO:0070372,P
CYR61,GO:0070372,P
EGFR,GO:0070372,P
EPHA2,GO:0070372,P
EPHA7,GO:0070372,P
EPHB1,GO:0070372,P
ERBB2,GO:0070372,P
FAM83D,GO:0070372,P
FGFR2,GO:0070372,P
FN1,GO:0070372,P
FRS2,GO:0070372,P
GSTP1,GO:0070372,P
IL1B,GO:0070372,P
LYN,GO:0070372,P
NEK10,GO:0070372,P
PKHD1,GO:0070372,P
PRMT5,GO:0070372,P
PTPN6,GO:0070372,P
RASGRP1,GO:0070372,P
ROS1,GO:0070372,P
RRAS,GO:0070372,P
STYX,GO:0070372,P
SYK,GO:0070372,P
TGFBR3,GO:0070372,P
TIAM1,GO:0070372,P
ABL1,GO:0070373,P
ADIPOQ,GO:0070373,P
ARRB1,GO:0070373,P
ATF3,GO:0070373,P
C1QL4,GO:0070373,P
CAMK2N1,GO:0070373,P
CHRNA9,GO:0070373,P
CNKSR3,GO:0070373,P
CRYBA1,GO:0070373,P
CSK,GO:0070373,P
DAB2IP,GO:0070373,P
DLG1,GO:0070373,P
DUSP10,GO:0070373,P
DUSP1,GO:0070373,P
DUSP26,GO:0070373,P
DUSP3,GO:0070373,P
DUSP4,GO:0070373,P
DUSP6,GO:0070373,P
EIF3A,GO:0070373,P
EMILIN1,GO:0070373,P
EPHB2,GO:0070373,P
ERRFI1,GO:0070373,P
EZR,GO:0070373,P
FBLN1,GO:0070373,P
FLCN,GO:0070373,P
GBP1,GO:0070373,P
GPER1,GO:0070373,P
GSTP1,GO:0070373,P
ITGB1BP1,GO:0070373,P
KLF4,GO:0070373,P
LIF,GO:0070373,P
LMO3,GO:0070373,P
LYN,GO:0070373,P
NDRG2,GO:0070373,P
NLRP12,GO:0070373,P
NLRP6,GO:0070373,P
PHB,GO:0070373,P
PIN1,GO:0070373,P
PSCA,GO:0070373,P
PTEN,GO:0070373,P
PTPN1,GO:0070373,P
PTPN2,GO:0070373,P
PTPRR,GO:0070373,P
RANBP9,GO:0070373,P
RAPGEF1,GO:0070373,P
RGS14,GO:0070373,P
RPS6KA6,GO:0070373,P
SEMA6A,GO:0070373,P
SIRT3,GO:0070373,P
SLC9A3R1,GO:0070373,P
SMAD4,GO:0070373,P
SPRED1,GO:0070373,P
SPRY1,GO:0070373,P
SPRY2,GO:0070373,P
SPRY4,GO:0070373,P
SYNJ2BP,GO:0070373,P
TBC1D10C,GO:0070373,P
TIMP3,GO:0070373,P
TLR4,GO:0070373,P
TNIP1,GO:0070373,P
VRK3,GO:0070373,P
WNK2,GO:0070373,P
ABCA7,GO:0070374,P
ABL1,GO:0070374,P
ACKR3,GO:0070374,P
ADCYAP1,GO:0070374,P
ADRA1A,GO:0070374,P
AGER,GO:0070374,P
ALK,GO:0070374,P
ALOX15,GO:0070374,P
ANGPT1,GO:0070374,P
APP,GO:0070374,P
ARHGAP8,GO:0070374,P
ARRB1,GO:0070374,P
ARRB2,GO:0070374,P
ATP6AP1,GO:0070374,P
AXL,GO:0070374,P
BMP2,GO:0070374,P
BMP4,GO:0070374,P
BMPER,GO:0070374,P
BRAF,GO:0070374,P
C5AR1,GO:0070374,P
C5AR2,GO:0070374,P
CALCR,GO:0070374,P
CCL11,GO:0070374,P
CCL13,GO:0070374,P
CCL14,GO:0070374,P
CCL15-CCL14,GO:0070374,P
CCL15,GO:0070374,P
CCL16,GO:0070374,P
CCL17,GO:0070374,P
CCL18,GO:0070374,P
CCL19,GO:0070374,P
CCL1,GO:0070374,P
CCL20,GO:0070374,P
CCL21,GO:0070374,P
CCL22,GO:0070374,P
CCL23,GO:0070374,P
CCL25,GO:0070374,P
CCL26,GO:0070374,P
CCL2,GO:0070374,P
CCL3,GO:0070374,P
CCL3L1,GO:0070374,P
CCL4,GO:0070374,P
CCL4L1,GO:0070374,P
CCL5,GO:0070374,P
CCL7,GO:0070374,P
CCL8,GO:0070374,P
CCR1,GO:0070374,P
CCR7,GO:0070374,P
CD36,GO:0070374,P
CD44,GO:0070374,P
CD4,GO:0070374,P
CD74,GO:0070374,P
CFLAR,GO:0070374,P
CHI3L1,GO:0070374,P
CHRNA7,GO:0070374,P
CIB1,GO:0070374,P
CRKL,GO:0070374,P
CSF1R,GO:0070374,P
CTGF,GO:0070374,P
CX3CL1,GO:0070374,P
CYSLTR2,GO:0070374,P
DDR1,GO:0070374,P
DDR2,GO:0070374,P
DDT,GO:0070374,P
DNAJC27,GO:0070374,P
DRD2,GO:0070374,P
DSTYK,GO:0070374,P
EGFR,GO:0070374,P
EPHA10,GO:0070374,P
EPHA1,GO:0070374,P
EPHA2,GO:0070374,P
EPHA3,GO:0070374,P
EPHA4,GO:0070374,P
EPHA5,GO:0070374,P
EPHA6,GO:0070374,P
EPHA7,GO:0070374,P
EPHA8,GO:0070374,P
EPHB1,GO:0070374,P
EPHB2,GO:0070374,P
EPHB3,GO:0070374,P
EPHB4,GO:0070374,P
EPHB6,GO:0070374,P
EPO,GO:0070374,P
ERBB2,GO:0070374,P
ERBB3,GO:0070374,P
ERBB4,GO:0070374,P
F2R,GO:0070374,P
F2RL1,GO:0070374,P
FBXW7,GO:0070374,P
FFAR4,GO:0070374,P
FGA,GO:0070374,P
FGB,GO:0070374,P
FGF10,GO:0070374,P
FGF18,GO:0070374,P
FGF19,GO:0070374,P
FGF20,GO:0070374,P
FGF21,GO:0070374,P
FGF23,GO:0070374,P
FGF2,GO:0070374,P
FGF4,GO:0070374,P
FGF8,GO:0070374,P
FGFR1,GO:0070374,P
FGFR2,GO:0070374,P
FGFR3,GO:0070374,P
FGFR4,GO:0070374,P
FGG,GO:0070374,P
FLT1,GO:0070374,P
FLT3,GO:0070374,P
FLT4,GO:0070374,P
FPR2,GO:0070374,P
FSHR,GO:0070374,P
GAREM1,GO:0070374,P
GAS6,GO:0070374,P
GCG,GO:0070374,P
GCNT2,GO:0070374,P
GLIPR2,GO:0070374,P
GNAI2,GO:0070374,P
GPER1,GO:0070374,P
GPNMB,GO:0070374,P
GPR183,GO:0070374,P
GPR55,GO:0070374,P
HAND2,GO:0070374,P
HAVCR2,GO:0070374,P
HCRTR1,GO:0070374,P
HMGB1,GO:0070374,P
HMGCR,GO:0070374,P
HRAS,GO:0070374,P
HTR2A,GO:0070374,P
HTR2B,GO:0070374,P
HTR2C,GO:0070374,P
ICAM1,GO:0070374,P
IGF1R,GO:0070374,P
IL1B,GO:0070374,P
IL26,GO:0070374,P
INSR,GO:0070374,P
INSRR,GO:0070374,P
JUN,GO:0070374,P
KARS,GO:0070374,P
KDR,GO:0070374,P
KIT,GO:0070374,P
LGALS9,GO:0070374,P
LMTK2,GO:0070374,P
LTK,GO:0070374,P
MAP2K1,GO:0070374,P
MAPK3,GO:0070374,P
MARCO,GO:0070374,P
MERTK,GO:0070374,P
MET,GO:0070374,P
MFHAS1,GO:0070374,P
MIF,GO:0070374,P
MST1R,GO:0070374,P
MT3,GO:0070374,P
MUSK,GO:0070374,P
NDRG4,GO:0070374,P
NECAB2,GO:0070374,P
NELFE,GO:0070374,P
NOD1,GO:0070374,P
NOD2,GO:0070374,P
NODAL,GO:0070374,P
NOTCH1,GO:0070374,P
NOTCH2,GO:0070374,P
NOX4,GO:0070374,P
NPNT,GO:0070374,P
NPTN,GO:0070374,P
NPY5R,GO:0070374,P
NRP1,GO:0070374,P
NTRK1,GO:0070374,P
NTRK2,GO:0070374,P
NTRK3,GO:0070374,P
OPRM1,GO:0070374,P
P2RY1,GO:0070374,P
P2RY6,GO:0070374,P
PDE8A,GO:0070374,P
PDGFA,GO:0070374,P
PDGFB,GO:0070374,P
PDGFC,GO:0070374,P
PDGFD,GO:0070374,P
PDGFRA,GO:0070374,P
PDGFRB,GO:0070374,P
PHB2,GO:0070374,P
PHB,GO:0070374,P
PLA2G2A,GO:0070374,P
PRKCA,GO:0070374,P
PRKCZ,GO:0070374,P
PRKD2,GO:0070374,P
PTEN,GO:0070374,P
PTK2B,GO:0070374,P
PTPN11,GO:0070374,P
PTPN22,GO:0070374,P
PYCARD,GO:0070374,P
RAMP3,GO:0070374,P
RAP1A,GO:0070374,P
RAPGEF1,GO:0070374,P
RAPGEF2,GO:0070374,P
RASGRP1,GO:0070374,P
RET,GO:0070374,P
RIPK2,GO:0070374,P
ROR1,GO:0070374,P
ROR2,GO:0070374,P
ROS1,GO:0070374,P
RYK,GO:0070374,P
S100A7,GO:0070374,P
SCIMP,GO:0070374,P
SEMA7A,GO:0070374,P
SERPINF2,GO:0070374,P
SHC1,GO:0070374,P
SLAMF1,GO:0070374,P
SPRY2,GO:0070374,P
SRC,GO:0070374,P
SSTR4,GO:0070374,P
TEK,GO:0070374,P
TGFB1,GO:0070374,P
THPO,GO:0070374,P
TIE1,GO:0070374,P
TIRAP,GO:0070374,P
TNF,GO:0070374,P
TREM2,GO:0070374,P
TRPV4,GO:0070374,P
TYRO3,GO:0070374,P
XCL1,GO:0070374,P
XCL2,GO:0070374,P
CASP8,GO:0070423,P
CYLD,GO:0070423,P
IKBKG,GO:0070423,P
IRAK1,GO:0070423,P
IRAK2,GO:0070423,P
ITCH,GO:0070423,P
MAP2K6,GO:0070423,P
MAP3K7,GO:0070423,P
NOD1,GO:0070423,P
NOD2,GO:0070423,P
RIPK2,GO:0070423,P
RPS27A,GO:0070423,P
TAB1,GO:0070423,P
TAB2,GO:0070423,P
TAB3,GO:0070423,P
TNFAIP3,GO:0070423,P
TRAF6,GO:0070423,P
UBA52,GO:0070423,P
UBB,GO:0070423,P
UBC,GO:0070423,P
UBE2N,GO:0070423,P
UBE2V1,GO:0070423,P
BTRC,GO:0070498,P
CHUK,GO:0070498,P
CUL1,GO:0070498,P
EGR1,GO:0070498,P
FBXW11,GO:0070498,P
IKBKB,GO:0070498,P
IKBKG,GO:0070498,P
IL1A,GO:0070498,P
IL1B,GO:0070498,P
IL1R1,GO:0070498,P
IL1R2,GO:0070498,P
IL1RAP,GO:0070498,P
IL1RL2,GO:0070498,P
IL1RN,GO:0070498,P
IRAK1,GO:0070498,P
IRAK2,GO:0070498,P
IRAK3,GO:0070498,P
IRAK4,GO:0070498,P
MAP3K3,GO:0070498,P
MAP3K7,GO:0070498,P
MAP3K8,GO:0070498,P
MAPK3,GO:0070498,P
MYD88,GO:0070498,P
NFKB1,GO:0070498,P
NFKBIA,GO:0070498,P
NOD1,GO:0070498,P
NOD2,GO:0070498,P
PELI1,GO:0070498,P
PELI2,GO:0070498,P
PELI3,GO:0070498,P
PLCB1,GO:0070498,P
RBX1,GO:0070498,P
RELA,GO:0070498,P
RIPK2,GO:0070498,P
RPS27A,GO:0070498,P
RPS6KA4,GO:0070498,P
RPS6KA5,GO:0070498,P
SKP1,GO:0070498,P
SQSTM1,GO:0070498,P
ST18,GO:0070498,P
TAB1,GO:0070498,P
TAB2,GO:0070498,P
TAB3,GO:0070498,P
TNIP2,GO:0070498,P
TOLLIP,GO:0070498,P
TRAF6,GO:0070498,P
UBA52,GO:0070498,P
UBB,GO:0070498,P
UBC,GO:0070498,P
UBE2N,GO:0070498,P
UBE2V1,GO:0070498,P
BICD1,GO:0070507,P
BICD2,GO:0070507,P
CAMSAP3,GO:0070507,P
CDK2AP2,GO:0070507,P
CEP70,GO:0070507,P
CLASP1,GO:0070507,P
CYLD,GO:0070507,P
DIXDC1,GO:0070507,P
EFNA5,GO:0070507,P
EPHA3,GO:0070507,P
FAM107A,GO:0070507,P
GSK3B,GO:0070507,P
KIF18A,GO:0070507,P
MAP6D1,GO:0070507,P
MAP6,GO:0070507,P
MAPT,GO:0070507,P
MARK2,GO:0070507,P
PAFAH1B1,GO:0070507,P
PHLDB1,GO:0070507,P
PHLDB2,GO:0070507,P
PRKAA1,GO:0070507,P
PRKAA2,GO:0070507,P
RASSF1,GO:0070507,P
RASSF7,GO:0070507,P
RHOA,GO:0070507,P
TAOK1,GO:0070507,P
TRAF3IP1,GO:0070507,P
TRIM36,GO:0070507,P
WNT3A,GO:0070507,P
ANXA6,GO:0070509,P
ATP2A1,GO:0070509,P
CACNA1A,GO:0070509,P
CACNA1B,GO:0070509,P
CACNA1C,GO:0070509,P
CACNA1D,GO:0070509,P
CACNA1E,GO:0070509,P
CACNA1F,GO:0070509,P
CACNA1G,GO:0070509,P
CACNA1H,GO:0070509,P
CACNA1I,GO:0070509,P
CACNA1S,GO:0070509,P
CACNB2,GO:0070509,P
CASR,GO:0070509,P
CDK5,GO:0070509,P
GCK,GO:0070509,P
MCUR1,GO:0070509,P
MICU1,GO:0070509,P
ORAI1,GO:0070509,P
SLC30A1,GO:0070509,P
SLC8A1,GO:0070509,P
TRPC4,GO:0070509,P
TRPV4,GO:0070509,P
ACTB,GO:0070527,P
ACTG1,GO:0070527,P
ACTN1,GO:0070527,P
BLOC1S4,GO:0070527,P
CLIC1,GO:0070527,P
CSRP1,GO:0070527,P
FERMT3,GO:0070527,P
FGA,GO:0070527,P
FGB,GO:0070527,P
FGG,GO:0070527,P
FIBP,GO:0070527,P
FLNA,GO:0070527,P
GAS6,GO:0070527,P
GATA1,GO:0070527,P
GNAS,GO:0070527,P
GP1BA,GO:0070527,P
HBB,GO:0070527,P
HSPB1,GO:0070527,P
ILK,GO:0070527,P
ITGA2B,GO:0070527,P
ITGB3,GO:0070527,P
METAP1,GO:0070527,P
MPL,GO:0070527,P
MYH9,GO:0070527,P
MYL12A,GO:0070527,P
MYL9,GO:0070527,P
P2RY12,GO:0070527,P
PDGFRA,GO:0070527,P
PEAR1,GO:0070527,P
PIK3CB,GO:0070527,P
PIK3CG,GO:0070527,P
PLEK,GO:0070527,P
PTPN6,GO:0070527,P
RAP2B,GO:0070527,P
SLC7A11,GO:0070527,P
STXBP1,GO:0070527,P
STXBP3,GO:0070527,P
TLN1,GO:0070527,P
TSPAN32,GO:0070527,P
TYRO3,GO:0070527,P
UBASH3B,GO:0070527,P
VCL,GO:0070527,P
WNT3A,GO:0070527,P
ARIH2,GO:0070534,P
BFAR,GO:0070534,P
HECTD1,GO:0070534,P
ITCH,GO:0070534,P
MAGEL2,GO:0070534,P
NEDD4,GO:0070534,P
PELI1,GO:0070534,P
PELI3,GO:0070534,P
PRPF19,GO:0070534,P
RNF115,GO:0070534,P
RNF126,GO:0070534,P
RNF152,GO:0070534,P
RNF168,GO:0070534,P
RNF186,GO:0070534,P
RNF4,GO:0070534,P
RNF5,GO:0070534,P
RNF8,GO:0070534,P
STUB1,GO:0070534,P
TMEM189-UBE2V1,GO:0070534,P
TRAF2,GO:0070534,P
TRAF6,GO:0070534,P
TRIM27,GO:0070534,P
TRIM56,GO:0070534,P
TRIM5,GO:0070534,P
UBE2B,GO:0070534,P
UBE2D4,GO:0070534,P
UBE2E2,GO:0070534,P
